X,Y,Z,I_FS,I_GS
36.91983122362869,281.6455696202532,51.0,1.1080637,4.9523044
55.55555555555556,256.32911392405066,33.0,1.0508827,4.412278
65.40084388185655,110.75949367088607,48.0,1.019412,4.3495374
42.54571026722925,285.51336146272854,15.0,1.2728492,2.9499416
176.16033755274262,151.54711673699015,36.0,1.1029185,2.8856213
32.70042194092827,276.37130801687766,12.0,1.1636143,2.614776
36.91983122362869,289.38115330520395,45.0,1.3006862,2.28764
66.10407876230661,288.67791842475384,6.0,1.0966884,2.5152712
34.81012658227848,289.0295358649789,12.0,1.3232919,1.4155715
34.10689170182841,275.3164556962025,12.0,1.2047216,2.4812832
36.56821378340366,279.18424753867794,81.0,1.4072468,1.8610121
35.86497890295359,274.61322081575247,21.0,1.0818771,1.5149233
85.79465541490858,163.50210970464136,24.0,1.0519388,2.395895
197.25738396624473,303.7974683544304,9.0,1.0516238,1.5467598
36.91983122362869,290.78762306610406,72.0,1.0627979,2.0562077
36.56821378340366,287.9746835443038,21.0,1.2644663,2.2252798
34.81012658227848,291.8424753867792,12.0,1.3254502,1.7682042
43.60056258790436,291.4908579465542,30.0,0.8988823,2.1894097
42.54571026722925,120.9563994374121,48.0,1.0749155,2.184048
86.49789029535864,40.787623066104075,78.0,1.1215538,1.4334174
49.929676511954995,254.9226441631505,6.0,0.914229,1.755851
53.445850914205344,256.32911392405066,15.0,1.0630995,1.8607584
174.40225035161745,343.8818565400844,12.0,1.0991609,0.34548223
307.31364275668074,101.61744022503517,81.0,1.099556,1.5475618
38.326300984528835,274.26160337552744,27.0,1.028109,1.7575974
41.139240506329116,280.9423347398031,78.0,1.2302927,0.8700923
60.829817158931085,255.27426160337552,12.0,1.0668699,1.939326
65.40084388185655,112.51758087201125,33.0,0.99280727,1.719264
100.21097046413502,292.1940928270042,6.0,0.9805713,1.6235328
34.10689170182841,66.10407876230661,9.0,1.0990958,1.8773693
30.239099859353026,273.9099859353024,12.0,0.95093554,1.6551982
30.59071729957806,271.8002812939522,30.0,0.9548617,1.8155222
96.69479606188467,285.51336146272854,6.0,0.9413489,1.2279094
129.74683544303798,317.51054852320675,9.0,1.0553473,0.60118055
112.51758087201125,144.51476793248946,48.0,1.0389484,1.7904668
33.40365682137834,159.28270042194092,54.0,1.0368149,1.6416157
45.358649789029535,263.3614627285513,33.0,1.0336976,1.7727644
89.66244725738396,169.47960618846696,36.0,1.0335218,1.7678628
86.14627285513362,164.9085794655415,9.0,1.155096,1.5297714
209.915611814346,151.54711673699015,18.0,1.0259951,1.237073
51.33614627285513,252.81293952180027,9.0,0.9782146,1.4459636
203.9381153305204,254.2194092827004,45.0,1.0424931,1.7321957
45.71026722925457,292.54571026722925,66.0,0.89658093,1.7277651
68.91701828410689,116.38537271448664,9.0,1.04944,1.7119727
66.10407876230661,109.0014064697609,69.0,1.0509859,1.3927348
34.10689170182841,283.4036568213783,21.0,1.1548878,0.0
38.326300984528835,292.1940928270042,81.0,1.329356,0.6838883
49.226441631504926,257.73558368495077,75.0,0.91781336,1.6775846
131.85654008438817,132.55977496483825,60.0,1.0376345,1.6748643
93.17862165963432,170.8860759493671,75.0,1.069735,1.4145766
50.63291139240506,257.73558368495077,9.0,0.98460376,1.6252248
30.942334739803094,288.67791842475384,18.0,0.8425805,0.98900706
309.0717299578059,103.0239099859353,63.0,1.0417078,1.4172502
82.9817158931083,320.67510548523205,75.0,1.0681762,1.2277194
31.29395218002813,290.084388185654,9.0,0.7574661,1.0647376
167.0182841068917,239.45147679324896,9.0,1.0534694,0.84782624
33.755274261603375,268.2841068917018,51.0,1.029423,1.3145524
191.9831223628692,114.62728551336146,60.0,1.0508935,1.1584045
39.38115330520394,297.46835443037975,42.0,1.0029737,0.4908797
38.67791842475387,271.44866385372717,81.0,1.1104205,1.4949111
229.957805907173,196.20253164556962,42.0,1.0529448,1.577374
36.21659634317862,272.1518987341772,57.0,1.0885439,1.2998487
35.16174402250351,293.9521800281294,33.0,1.0772437,1.5694916
50.28129395218003,265.82278481012656,9.0,1.076984,1.461606
68.21378340365682,104.43037974683544,12.0,1.0382227,1.5558791
29.535864978902953,269.33895921237695,75.0,0.91995984,0.2046293
322.43319268635724,276.0196905766526,9.0,1.0545751,0.9981499
33.05203938115331,273.9099859353024,57.0,1.0100777,1.540188
283.4036568213783,193.38959212376935,75.0,0.97763807,1.5393472
34.10689170182841,271.0970464135021,78.0,1.2100106,1.529932
7.383966244725738,270.042194092827,6.0,0.9812706,1.5287213
59.07172995780591,254.9226441631505,18.0,1.047993,0.0
45.71026722925457,287.9746835443038,15.0,1.0166674,1.5005416
37.271448663853725,276.0196905766526,9.0,0.63547593,0.0
40.787623066104075,298.1715893108298,18.0,1.1551609,1.176539
236.9901547116737,125.17580872011251,21.0,1.098547,0.8107177
39.73277074542897,269.690576652602,9.0,1.0280263,1.485901
62.93952180028129,106.89170182841069,24.0,1.0963349,0.034600854
42.89732770745429,113.92405063291139,9.0,1.1414847,1.2707613
220.8157524613221,254.2194092827004,15.0,1.0767237,1.4577888
291.8424753867792,330.168776371308,60.0,1.0446391,1.147584
37.271448663853725,65.0492264416315,6.0,1.018642,1.449333
63.64275668073137,253.51617440225036,6.0,1.0692387,1.4403818
39.029535864978904,295.3586497890295,9.0,1.0134959,0.0
207.80590717299577,87.55274261603375,27.0,1.0223917,1.0050973
35.86497890295359,124.12095639943742,15.0,1.0559298,1.3784547
54.14908579465541,259.14205344585093,66.0,1.0861301,1.2747067
289.732770745429,165.61181434599155,9.0,1.0031757,1.0372505
63.291139240506325,290.78762306610406,12.0,1.0874314,0.9992014
30.239099859353026,277.42616033755274,48.0,1.0435275,0.8140303
158.9310829817159,41.139240506329116,12.0,0.9974662,1.2761488
28.129395218002813,272.1518987341772,51.0,1.0096425,1.2603527
34.10689170182841,295.3586497890295,12.0,0.98253036,1.2399378
32.34880450070324,269.690576652602,45.0,0.9361168,1.286092
54.50070323488045,110.40787623066105,15.0,1.0103871,1.3602059
42.19409282700422,289.0295358649789,57.0,1.125554,1.3259904
47.81997187060478,255.9774964838256,48.0,1.0063232,0.2718749
34.10689170182841,298.1715893108298,48.0,0.83840734,1.1082432
67.51054852320675,106.89170182841069,36.0,1.0384381,1.2846909
51.687763713080166,261.9549929676512,24.0,0.99787337,1.2530909
47.11673699015471,287.9746835443038,30.0,1.0095505,1.122705
69.971870604782,106.89170182841069,15.0,1.0009229,0.9011372
26.722925457102672,267.22925457102673,63.0,0.96235454,1.1828458
318.56540084388183,341.42053445850917,51.0,1.0015029,0.93104684
275.66807313642755,231.71589310829816,12.0,1.0256051,1.3301629
45.0070323488045,115.33052039381153,15.0,1.1055311,1.3260465
332.9817158931083,256.32911392405066,78.0,1.0629365,1.2000353
253.51617440225036,308.0168776371308,18.0,0.9892552,1.3228779
62.58790436005626,105.13361462728551,12.0,1.1202567,1.3094198
38.67791842475387,268.2841068917018,51.0,0.9885186,1.320618
41.842475386779185,114.62728551336146,24.0,1.0071338,1.0871341
44.30379746835443,260.90014064697607,57.0,1.0122863,1.3160875
85.79465541490858,161.74402250351616,6.0,1.0002005,1.0463105
51.33614627285513,294.6554149085795,78.0,1.042948,0.53411543
37.9746835443038,272.8551336146273,60.0,0.94798934,0.22594184
62.23628691983122,264.0646976090014,33.0,1.0025363,1.1434462
24.613220815752463,269.33895921237695,63.0,0.9354218,1.048563
343.1786216596343,47.81997187060478,48.0,1.0098283,1.1697071
322.0815752461322,266.1744022503516,24.0,1.0741537,0.83403826
60.47819971870605,252.46132208157525,63.0,0.9960159,1.0082645
107.59493670886076,8.08720112517581,6.0,1.0356331,1.303507
304.50070323488046,259.845288326301,9.0,1.061222,0.78185177
119.90154711673699,47.11673699015471,27.0,1.0107768,1.3002566
42.54571026722925,297.1167369901547,81.0,1.0657691,0.0
89.66244725738396,171.23769338959212,24.0,1.1136066,1.295035
310.47819971870604,251.75808720112516,24.0,1.0955311,1.2403778
26.722925457102672,273.2067510548523,51.0,1.0593332,1.135278
307.66526019690576,248.24191279887484,78.0,0.96191823,1.290014
40.787623066104075,275.66807313642755,24.0,1.0014485,0.23630238
44.30379746835443,211.32208157524613,39.0,1.057593,0.5924859
31.9971870604782,124.12095639943742,72.0,1.0438843,1.0329449
63.9943741209564,107.9465541490858,48.0,1.0007513,1.0108157
42.54571026722925,299.22644163150494,42.0,1.0604233,0.89732385
50.9845288326301,287.62306610407876,81.0,1.0889332,1.0586766
25.668073136427566,262.30661040787624,78.0,1.0519885,1.0607909
29.535864978902953,278.4810126582278,45.0,1.0319251,1.1561227
105.48523206751055,98.45288326300985,63.0,0.99648035,1.2753384
28.481012658227847,264.41631504922645,12.0,1.021451,0.5622787
322.43319268635724,181.43459915611814,9.0,1.0582546,1.1283675
32.70042194092827,286.9198312236287,18.0,0.95744485,0.0
165.61181434599155,264.7679324894515,81.0,1.0795232,0.6234864
33.40365682137834,299.57805907172997,15.0,0.9994926,1.2121787
177.56680731364276,153.30520393811534,18.0,1.0457487,1.0846126
30.239099859353026,293.2489451476793,15.0,0.9576566,1.1305937
41.49085794655415,296.0618846694796,78.0,0.945305,1.2641759
321.37834036568216,178.62165963431787,9.0,0.9974592,0.8946167
87.20112517580873,166.66666666666666,24.0,1.0561811,0.23779106
56.962025316455694,106.54008438818565,9.0,0.9982675,1.1899889
36.56821378340366,302.39099859353024,51.0,0.9923863,0.19178951
51.687763713080166,270.74542897327706,24.0,1.0196865,1.260845
32.34880450070324,264.41631504922645,42.0,1.0293876,1.26016
36.91983122362869,270.74542897327706,6.0,0.97941285,0.0
57.31364275668073,256.6807313642757,33.0,0.981703,0.0
18.9873417721519,79.46554149085794,9.0,1.0654622,1.1959679
46.41350210970464,257.38396624472574,18.0,1.058459,0.8740697
40.787623066104075,267.9324894514768,60.0,1.0210707,0.26771843
139.59212376933897,258.7904360056259,12.0,1.0045729,1.0704548
43.9521800281294,238.39662447257385,12.0,1.0653791,1.0024637
97.74964838255977,207.45428973277075,6.0,0.9510162,1.0491292
32.70042194092827,285.1617440225035,18.0,1.0199411,0.39101523
